Price,BTC,Emas,IHSG
Ticker,BTC-USD,GC=F,^JKSE
Date,,,
2020-02-28,8672.455078125,1564.0999755859375,5452.7041015625
2020-02-29,8599.5087890625,1564.0999755859375,5452.7041015625
2020-03-01,8562.4541015625,1564.0999755859375,5452.7041015625
2020-03-02,8869.669921875,1592.300048828125,5361.24609375
2020-03-03,8787.7861328125,1642.0999755859375,5518.6279296875
2020-03-04,8755.24609375,1641.0999755859375,5650.13623046875
2020-03-05,9078.7626953125,1666.4000244140625,5638.1298828125
2020-03-06,9122.5458984375,1670.800048828125,5498.5400390625
2020-03-07,8909.9541015625,1670.800048828125,5498.5400390625
2020-03-08,8108.1162109375,1670.800048828125,5498.5400390625
2020-03-09,7923.64453125,1674.5,5136.80908203125
2020-03-10,7909.7294921875,1659.0999755859375,5220.826171875
2020-03-11,7911.43017578125,1641.4000244140625,5154.10498046875
2020-03-12,4970.7880859375,1589.300048828125,4895.748046875
2020-03-13,5563.70703125,1515.699951171875,4907.57080078125
2020-03-14,5200.3662109375,1515.699951171875,4907.57080078125
2020-03-15,5392.31494140625,1515.699951171875,4907.57080078125
2020-03-16,5014.47998046875,1485.9000244140625,4690.6572265625
2020-03-17,5225.62939453125,1524.9000244140625,4456.7490234375
2020-03-18,5238.4384765625,1477.300048828125,4330.673828125
2020-03-19,6191.19287109375,1478.5999755859375,4105.421875
2020-03-20,6198.7783203125,1484.0,4194.94384765625
2020-03-21,6185.06640625,1484.0,4194.94384765625
2020-03-22,5830.2548828125,1484.0,4194.94384765625
2020-03-23,6416.31494140625,1567.0,3989.51708984375
2020-03-24,6734.8037109375,1660.199951171875,3937.632080078125
2020-03-25,6681.06298828125,1632.300048828125,3937.632080078125
2020-03-26,6716.4404296875,1650.0999755859375,4338.90380859375
2020-03-27,6469.79833984375,1623.9000244140625,4545.57080078125
2020-03-28,6242.19384765625,1623.9000244140625,4545.57080078125
2020-03-29,5922.04296875,1623.9000244140625,4545.57080078125
2020-03-30,6429.841796875,1622.0,4414.5
2020-03-31,6438.64453125,1583.4000244140625,4538.93017578125
2020-04-01,6606.7763671875,1578.199951171875,4466.037109375
2020-04-02,6793.62451171875,1625.699951171875,4531.68505859375
2020-04-03,6733.38720703125,1633.699951171875,4623.42919921875
2020-04-04,6867.52734375,1633.699951171875,4623.42919921875
2020-04-05,6791.12939453125,1633.699951171875,4623.42919921875
2020-04-06,7271.78125,1677.0,4811.8271484375
2020-04-07,7176.41455078125,1664.800048828125,4778.63916015625
2020-04-08,7334.0986328125,1665.4000244140625,4626.69482421875
2020-04-09,7302.08935546875,1736.199951171875,4649.0791015625
2020-04-10,6865.4931640625,1736.199951171875,4649.0791015625
2020-04-11,6859.0830078125,1736.199951171875,4649.0791015625
2020-04-12,6971.091796875,1736.199951171875,4649.0791015625
